World Rank-11,University,National Rank-11,Overall-11,Alumini-11,Award-11,HiCi-11,N&S-11,PUB-11,PCP-11
301-400,The University of Montana - Missoula,111-137,,5.9,0,14.4,13.3,17.1,15.5
301-400,The University of Texas at Dallas,111-137,,0,0,10.2,13.7,25.2,20.3
301-400,The University of Texas Medical Branch at Galveston,111-137,,0,0,17.7,7.6,24.1,14.7
301-400,Thomas Jefferson University,111-137,,0,0,17.7,4.8,27.7,26.9
301-400,Tokyo Medical and Dental University,11-16,,0,0,7.2,14.1,24.8,13.6
301-400,Tulane University,111-137,,0,0,14.4,12.6,28.4,16.1
301-400,University College Cork,2-3,,0,0,16.1,6.8,25.5,14.3
301-400,University College Dublin,2-3,,0,0,7.2,11.6,35.5,17.6
301-400,University of Alaska - Fairbanks,111-137,,0,0,14.4,12.5,20,15.4
301-400,University of Bath,30-33,,0,0,10.2,12.3,30.1,19.5
301-400,University of Bielefeld,24-32,,0,0,14.4,9.4,25.1,14
301-400,University of Bordeaux 1,14-17,,0,0,12.5,14.7,23.8,14.1
301-400,University of Duisburg-Essen,24-32,,0,0,7.2,8.4,30.5,15
301-400,University of Exeter,30-33,,0,0,0,19.5,31.5,19.7
301-400,University of Genova,9-13,,0,0,14.4,4.3,30.5,12.9
301-400,University of Graz,4-5,,8.3,12.6,0,8.4,20.7,17.9
301-400,University of Halle-Wittenberg,24-32,,0,8.9,7.2,11.7,27.8,14.9
301-400,University of Jena,24-32,,0,0,0,12.1,34.1,16.7
301-400,University of Konstanz,24-32,,0,0,14.4,11.6,23,13.6
301-400,University of Naples Federico II,9-13,,0,0,7.2,5.2,39.6,11.6
301-400,University of Nebraska Medical Center,111-137,,0,0,16.1,8,22.5,13.6
301-400,University of New Hampshire - Durham,111-137,,0,0,14.4,14.3,21.9,15.3
301-400,University of Newcastle,10-13,,0,0,12.5,6.1,29.3,20.3
301-400,University of Oklahoma - Norman,111-137,,0,0,10.2,10.5,28.6,13.6
301-400,University of Oulu,2-3,,13.2,0,7.2,8,29.7,15.2
301-400,University of Palermo,9-13,,0,0,12.5,6,28.2,11.6
301-400,University of Porto,1,,0,0,0,6.8,37.4,17.5
301-400,University of Regensburg,24-32,,0,0,7.2,10.4,30.4,15.2
301-400,University of Rennes 1,14-17,,0,0,7.2,11.9,28.3,10.8
301-400,University of Rhode Island,111-137,,0,0,20.4,10,18.5,15.8
301-400,University of Roma - Tor Vergata,9-13,,0,0,0,10.3,34.7,16.8
301-400,University of Szeged,1-2,,0,15.4,7.2,6.8,21.3,13
301-400,University of Tasmania,10-13,,0,0,7.2,11.8,26,19
301-400,University of Tehran,1,,14.4,0,0,0,37.1,17.7
301-400,University of the Witwatersrand,2,,21.2,0,0,11.2,29.9,16.3
301-400,University of Turku,2-3,,0,0,12.5,6.8,33.1,16.6
301-400,University of Twente,11-12,,0,0,10.2,6.9,30.2,18.7
301-400,University of Ulm,24-32,,0,0,7.2,10.1,31.5,15.6
301-400,University of Warsaw,1-2,,17.6,0,0,8.4,35.1,17.6
301-400,Wake Forest University,111-137,,0,0,12.5,8.3,31.8,13.1
301-400,Waseda University,11-16,,0,0,12.5,8,28.5,11.2
301-400,Wayne State University,111-137,,0,0,7.2,11.2,38.5,13.3
401-500,Auburn University,138-151,,0,0,7.2,4.8,28.5,11.8
401-500,Beijing Normal University,13-23,,0,0,0,6.6,31.5,12.1
401-500,Beijing University of Aeronautics and Astronautics,13-23,,0,0,7.2,3.4,30.7,12
401-500,Boston College,138-151,,0,0,7.2,11.3,21.7,12.8
401-500,Cairo University,1,,22,0,0,2.4,26.9,14.4
401-500,Carleton University,19-22,,0,0,14.4,1.5,25.7,14.5
401-500,Catholic University of Chile,1-2,,0,0,7.2,9.9,27.2,13.7
401-500,Catholic University of the Sacred Heart,14-22,,0,0,7.2,4.8,28.9,13.9
401-500,Chang Gung University,5-7,,0,0,7.2,2.6,33.2,18.9
401-500,Chiba University,17-23,,0,0,0,9.6,29.4,11.8
401-500,Chungnam National University,8-11,,0,0,0,6.8,30.7,15
401-500,Curtin University of Technology,14-19,,0,0,0,10.5,29.4,16.3
401-500,Dalian University of Technology,13-23,,0,0,0,2.1,37.7,15.1
401-500,Ecole National Superieure Mines - Paris,18-21,,15.6,25.2,0,3.4,7.3,13.2
401-500,Ecole Normale Superieure - Lyon,18-21,,0,0,7.2,7.7,20.1,19
401-500,Federal University of Rio Grande do Sul,6-7,,0,0,0,2.4,37.8,17.5
401-500,Federal University of Sao Paulo,6-7,,0,0,0,3.2,33.4,15.5
401-500,Griffith University,14-19,,0,0,0,6.6,30.3,15.7
401-500,Hannover Medical School,33-39,,0,0,0,6.6,31.6,14.9
401-500,Harbin Institute of Technology,13-23,,0,0,0,0,42.6,12.5
401-500,Jilin University,13-23,,0,0,0,5.5,41,10.5
401-500,Kent State University,138-151,,0,0,10.2,13.6,21.6,13.2
401-500,Kyung Hee University,8-11,,0,0,0,1.5,36.9,19.4
401-500,Kyungpook National University,8-11,,0,0,0,4.3,34.6,15.9
401-500,La Trobe University,14-19,,0,0,7.2,4.3,26.5,16.6
401-500,Lanzhou University,13-23,,0,0,0,6.5,35.3,16.2
401-500,Lehigh University,138-151,,0,0,12.5,8.2,20.2,16.1
401-500,Linkoping University,11,,0,0,7.2,4.3,32.2,14.8
401-500,London School of Hygiene and Tropical Medicine,34-37,,8.3,0,0,4.3,31.4,22
401-500,Massey University,3-5,,0,0,10.2,4,26.9,14.8
401-500,Medical College of Wisconsin,138-151,,0,0,7.2,7.6,27.9,11.6
401-500,Medical University of Graz,6-7,,0,10.9,7.2,3.4,21.3,19.4
401-500,Montana State University - Bozeman,138-151,,0,0,7.2,11.5,19.7,14.9
401-500,Nagasaki University,17-23,,13.2,0,10.2,3.5,22.4,10.3
401-500,Nankai University,13-23,,0,0,0,8.3,35.3,12.7
401-500,Nara Institute of Science and Technology,17-23,,0,0,12.5,11.5,15.6,10.6
401-500,National Central University,5-7,,0,0,0,8.3,29.2,16.9
401-500,National Yang Ming University,5-7,,0,0,0,7.6,30.7,22.4
401-500,Nihon University,17-23,,0,0,7.2,6.7,27.1,8.3
401-500,Niigata University,17-23,,0,0,12.5,5.9,24.6,13
401-500,Polytechnic University of Turin,14-22,,0,0,14.4,0,26.5,14.1
401-500,Pusan National University,8-11,,0,0,0,7.9,34,14.6
401-500,Southeast University,13-23,,0,0,0,6,34.9,13.1
401-500,Swinburne University of Technology,14-19,,0,0,10.2,10.5,18.6,18.7
401-500,Technical University of Braunschweig,33-39,,14.4,0,7.2,5.9,23.1,12.4
401-500,Texas Tech University,138-151,,0,0,10.2,4.7,30.3,13.7
401-500,The Open University,34-37,,0,0,12.5,11.1,23,11.9
401-500,The University of Connecticut Health Center,138-151,,0,0,10.2,7.4,21.7,11.6
401-500,The University of Texas at San Antonio,138-151,,0,0,7.2,9.1,22,13.7
401-500,The University of Tokushima,17-23,,0,0,10.2,8.9,21,13.8
401-500,Tilburg University,13,,0,0,0,,27,18.9
401-500,University of Arkansas at Fayetteville,138-151,,0,0,10.2,9.3,24.5,13
401-500,University of Bari,14-22,,0,0,0,7.8,30.4,13.1
401-500,University of Bayreuth,33-39,,0,0,7.2,14.1,23.9,13.2
401-500,University of Bremen,33-39,,0,0,0,13.8,29.1,14.9
401-500,University of Canterbury,3-5,,0,0,7.2,5.7,24.5,17.3
401-500,University of Chile,1-2,,8.3,0,0,7.9,31.4,15.2
401-500,University of Eastern Finland,4-5,,0,0,7.2,6.9,30.3,14.7
401-500,University of Essex,34-37,,22,0,7.2,2.1,20.3,19
401-500,University of Ferrara,14-22,,0,0,10.2,8.4,23.9,15.7
401-500,University of Giessen,33-39,,0,0,7.2,6.6,30.3,14.7
401-500,University of Granada,7-11,,0,0,0,8.6,36.6,11.2
401-500,University of Greifswald,33-39,,0,8.9,7.2,3.5,23.7,12.2
401-500,University of Haifa,7,,0,0,7.2,6.5,26.8,13.2
401-500,University of Hannover,33-39,,0,0,7.2,7.3,25.2,12.5
401-500,University of Jyvaskyla,4-5,,0,0,7.2,7.3,25.1,12.5
401-500,University of KwaZulu-Natal,3,,0,0,7.2,7.9,26.5,13.2
401-500,University of Lisbon,2,,0,8.9,0,5.8,28.3,14
401-500,University of Ljubljana,1,,0,0,0,6.4,35.2,12.9
401-500,University of Malaya,1,,0,0,0,3.4,34.6,16
401-500,"University of Maryland, Baltimore County",138-151,,0,0,12.5,5.2,20.2,13.6
401-500,University of Milan - Bicocca,14-22,,0,0,0,9.9,28.1,23.1
401-500,University of Nevada - Reno,138-151,,0,0,7.2,11.2,22.6,12.5
401-500,University of Nice Sophia Antipolis,18-21,,0,0,7.2,12.8,23.8,10.4
401-500,University of Parma,14-22,,0,0,7.2,5.3,25.5,12.9
401-500,University of Pavia,14-22,,0,0,0,8.6,29.1,14.4
401-500,University of Perugia,14-22,,0,0,7.2,9.8,28.1,14.5
401-500,University of Pompeu Fabra,7-11,,0,0,0,13.4,24,24
401-500,University of Quebec,19-22,,0,0,0,9.4,33.1,15.9
401-500,University of Santiago Compostela,7-11,,0,0,0,5.9,32.4,11.8
401-500,University of Sherbrooke,19-22,,0,0,7.2,12.1,25.3,12.1
401-500,University of Siena,14-22,,0,0,0,9.7,27.6,17.6
401-500,University of Surrey,34-37,,0,0,7.2,5.2,26,17.1
401-500,"University of Technology, Sydney",14-19,,0,0,12.5,2.4,22.5,14.8
401-500,University of Tromso,4,,0,0,10.2,8.6,24.6,15.5
401-500,University of Versailles,18-21,,0,0,7.2,12.1,19.1,11.3
401-500,University of Vigo,7-11,,0,0,7.2,5.9,25.5,13.4
401-500,University of Wisconsin - Milwaukee,138-151,,11.8,0,0,6.8,25.7,12.6
401-500,University of Wollongong,14-19,,0,0,7.2,8,27.5,17.9
401-500,University of Wyoming,138-151,,0,0,7.2,13.9,23,15.1
401-500,University of Zagreb,1,,0,0,0,2.1,36.7,17
401-500,University of Zaragoza,7-11,,0,0,5.1,1.5,32.4,11.3
401-500,Victoria University of Wellington,3-5,,13.2,0,0,8.8,23.4,16.5
401-500,Vienna University of Technology,6-7,,0,0,0,10.8,28,20.5
401-500,Vrije University Brussel,7,,15.6,0,0,5.8,26.5,21.7
401-500,Wuhan University,13-23,,0,0,0,2.6,36.6,10
401-500,Xiamen University,13-23,,0,0,0,8.9,32.9,11.6
401-500,Xian Jiao Tong University,13-23,,0,0,0,5,39.2,14.2
401-500,Yamaguchi University,17-23,,0,0,16.1,2.8,20,13.2
401-500,York University,19-22,,0,0,0,11,31.5,11.7
