# RANK      2013,UNIVERSITY,OVERALL SCORE,Academic Reputation,Employer Reputation,Faculty Student,International Faculty,International Students,Citations per Faculty
701+,Universidad del Norte,,0,0,0,0,0,0
701+,Universidad del Rosario,,0,52,0,0,0,0
701+,Universidad del Valle,,0,0,0,0,0,0
701+,Universidad Industrial de Santander - UIS,,0,0,0,0,0,0
701+,Universidad Nacional de Cuyo,,0,0,0,0,0,0
701+,Universidad Nacional de Rosario (UNR),,0,0,0,0,0,0
701+,Universidad Nacional de Tucumà¡n,,0,0,0,0,0,0
701+,Universidad Nacional del Sur,,0,0,0,0,0,0
701+,Universidad Nacional Mayor de San Marcos,,0,0,0,0,0,0
701+,Universidad Técnica Federico Santa María (USM),,0,41.7,0,0,0,0
701+,Universidad Tecnológica Nacional (UTN),,0,52.9,0,0,0,0
701+,Universidade do Estado do Rio de Janeiro (UERJ),,0,0,0,0,0,0
701+,Universidade Estadual de Londrina,,0,0,0,0,0,0
701+,Universidade Federal de Santa Maria,,0,0,50.7,0,0,0
701+,Universidade Federal do Ceará (UFC),,0,0,0,0,0,0
701+,Universidade Federal de Pernambuco (UFPE),,0,0,0,0,0,0
701+,Ca' Foscari University of Venice,,0,0,0,0,0,0
701+,Catania University,,0,0,0,0,0,30.2
701+,Università degli studi Roma Tre,,0,0,0,0,0,0
701+,Université Charles-de-Gaulle Lille 3,,0,0,0,59.1,0,0
701+,Université de Caen Basse-Normandie,,0,0,0,0,0,0
701+,Université de Cergy-Pontoise,,0,0,0,31.4,41.7,0
701+,Université de Poitiers,,0,0,0,0,49,0
701+,Université Jean Moulin Lyon 3,,0,0,0,29.4,52.4,0
701+,Université Lille 2 Droit et Santé,,0,0,0,0,0,0
701+,Université Paris Ouest Nanterre La Défense,,0,0,0,30.4,56,0
701+,Universit Paul-Valery Montpellier 3,,0,0,0,31.3,41.8,0
701+,Université Pierre Mendès France - Grenoble 2,,0,0,0,0,46,0
701+,Université Stendhal Grenoble 3,,0,0,0,41.5,63.6,0
701+,Université de Toulouse II-Le Mirail,,0,0,0,0,66.7,0
701+,Universiti Teknologi MARA - UiTM,,0,0,0,0,0,0
701+,University of Arkansas,,0,0,0,0,0,0
701+,University of Baghdad,,0,0,61.1,0,0,0
701+,University of Bahrain,,0,45,0,97.1,32.7,0
701+,University of Bari,,0,0,0,0,0,0
701+,University of Belgrade,,0,0,0,0,0,0
701+,University of Brawijaya,,0,0,0,0,0,0
701+,University of Brescia,,0,0,0,0,0,30.9
701+,University of Bucharest,,0,48,0,0,0,0
701+,University of Calcutta,,0,39.8,0,0,0,0
701+,University of Central Lancashire,,0,0,0,33.2,71.8,0
701+,University of Colombo,,0,0,0,0,0,0
701+,University of Dhaka,,0,51.7,0,0,0,0
701+,University of East London,,0,0,0,82.6,98.1,0
701+,University of Engineering & Technology (UET) Lahore,,0,0,0,0,0,0
701+,University of Greenwich,,0,0,0,74.2,96.1,0
701+,University of Jordan,,0,0,0,0,0,0
701+,University of Karachi,,0,0,0,0,0,0
701+,The University of Lahore,,0,0,0,0,0,0
701+,University of Latvia,,0,0,0,0,0,0
701+,University of New England Australia,,0,0,0,0,0,0
701+,University of Pune,,0,42.6,0,0,0,0
701+,University of San Diego,,0,0,0,0,0,0
701+,University of San Francisco,,0,0,0,0,0,0
701+,University of Santo Tomas,,0,0,0,0,0,0
701+,University of Southern Queensland,,0,0,0,0,0,0
701+,University of the Pacific,,0,0,49.1,0,0,0
701+,University of Tulsa,,0,0,45.4,0,80,0
701+,University of Windsor,,0,0,0,0,39.6,44.6
701+,University of Wroclaw,,0,0,0,0,0,0
701+,Verona University,,0,0,0,0,0,37.5
701+,Victoria University,,0,0,0,0,0,0
701+,Vilnius Gediminas Technical University,,0,0,0,0,0,0
701+,Voronezh State University,,0,0,0,0,0,0
701+,Vytautas Magnus University,,0,0,0,0,0,0
701+,Universitatea de Vest din Timisoara /  West University of Timisoara,,0,0,0,0,0,0
N/A,Baylor College of Medicine,,0,0,100,0,67.3,87.6
N/A,BI Norwegian Business School,,0,45.2,0,0,0,0
N/A,China Medical University,,0,0,54.9,0,0,59.2
N/A,Copenhagen Business School,,0,85.7,86.4,0,42.3,0
N/A,Cranfield University,,0,60.9,99.8,90.7,100,0
N/A,ESADE Ramon Llull University,,0,90.6,87.7,0,45.5,0
N/A,ESCP Europe - Paris,,0,92.9,0,100,99.8,0
N/A,ESSEC Business School,,0,98,0,53.8,79.7,0
N/A,EBS Business School,,0,58,0,0,62.8,0
N/A,Gwangju Institute of Science and Technology (GIST),,0,0,59.3,0,0,100
N/A,HEC Paris School of Management,,0,99.7,0,100,99.1,0
N/A,Hitotsubashi University,,0,64.8,0,0,31.7,0
N/A,Indian Institute of Science,,52.7,47.9,60.9,0,0,98.7
N/A,INSEAD,,33,100,48.7,0,0,31.2
N/A,Jawaharlal Nehru University,,42.5,41.7,97.9,0,0,0
N/A,Karolinska Institutet,,59.3,42.4,100,66.5,42.9,100
N/A,King Abdullah University of Science & Technology,,33.4,0,66.4,0,100,88.5
N/A,Lahore University of Management Sciences (LUMS),,0,56.3,0,0,0,0
N/A,London Business School,,47.4,100,0,100,100,58.1
N/A,London School of Hygiene and Tropical Medicine,,0,0,100,95.6,100,99.8
N/A,Quaid-i-Azam University,,0,0,0,0,0,38.7
N/A,The Rockefeller University,,0,0,100,51.5,98.1,100
N/A,Stockholm School of Economics,,0,86.5,0,87.3,49,54
N/A,Bocconi University,,33.9,99.3,0,38.4,35.8,0
N/A,Université de Technologie de Compiègne (UTC),,0,45.7,0,0,51.3,0
N/A,"University of California, San Francisco",,73.2,0,99.9,0,0,100
N/A,Weizmann Institute of Science,,39.9,0,99.2,87.9,34.5,100
N/A,WHU - Otto Beisheim School of Management,,0,64,74.6,82.6,0,0
N/A,Swedish University of Agricultural Sciences,,0,0,0,0,0,0
N/A,Fundação Getulio Vargas (FGV),,0,0,0,0,0,0
N/A,Central European University,,0,0,0,0,0,0
N/A,Universidade Técnica de Lisboa,,0,0,0,0,0,0
N/A,WU (Vienna University of Economics and Business),,0,0,0,0,0,0
N/A,Institut polytechnique de Grenoble - Grenoble Institute of Technology,,0,0,0,0,0,0
N/A,CentraleSupélec,,0,0,0,0,0,0
N/A,Université Sorbonne Nouvelle Paris 3,,0,0,0,0,0,0
N/A,East China Normal University,,0,0,0,0,0,0
N/A,University of Portsmouth,,0,0,0,0,0,0
N/A,The Open University,,0,0,0,0,0,0
N/A,Universita' degli Studi di Ferrara,,0,0,0,0,0,0
N/A,Beijing Jiaotong University,,0,0,0,0,0,0
N/A,Hunan University,,0,0,0,0,0,0
N/A,Singapore Management University,,0,0,0,0,0,0
N/A,Dalian University of Technology,,0,0,0,0,0,0
N/A,Beijing University of Chemical Technology,,0,0,0,0,0,0
N/A,Academy of Sciences of the Czech Republic,,0,0,0,0,0,0
N/A,Université Victor Segalen Bordeaux 2,,0,0,0,0,0,0
N/A,Sichuan University,,0,0,0,0,0,0
N/A,Semmelweis University,,0,0,0,0,0,0
N/A,"The School of Pharmacy, University of London (LSOP)",,0,0,0,0,0,0
N/A,The University of Texas M. D. Anderson Cancer Center,,0,0,0,0,0,0
N/A,Mayo Medical School,,0,0,0,0,0,0
N/A,University of Massachusetts Medical School - Worcester,,0,0,0,0,0,0
N/A,Medical University of Vienna,,0,0,0,0,0,0
N/A,"University of Maryland, Baltimore County",,0,0,0,0,0,0
N/A,Graz University of Technology,,0,0,0,0,0,0
N/A,East China University of Science and Technology,,0,0,0,0,0,0
N/A,Universität Potsdam,,0,0,0,0,0,0
N/A,University of South Africa,,0,0,0,0,0,0
N/A,University of Alabama at Birmingham,,0,0,0,0,0,0
N/A,Icahn School of Medicine at Mount Sinai,,0,0,0,0,0,0
N/A,China Agricultural University,,0,0,0,0,0,0
N/A,Medical University of Graz,,0,0,0,0,0,0
N/A,École Centrale de Lyon,,0,0,0,0,0,0
N/A,Lulea University,,0,0,0,0,0,0
N/A,South China University of Technology,,0,0,0,0,0,0
N/A,Chongqing University,,0,0,0,0,0,0
N/A,Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento,,0,0,0,0,0,0
N/A,Budapest University of Technology and Economics,,0,0,0,0,0,0
N/A,Institut National des Sciences Appliquées de Lyon (INSA),,0,0,0,0,0,0
N/A,Universidad Diego Portales (UDP),,0,0,0,0,0,0
N/A,Lanzhou University,,0,0,0,0,0,0
